Date,Bid Price
12/11/2018,1.44
12/10/2018,1.45
12/07/2018,1.45
12/06/2018,1.45
12/04/2018,1.4
12/03/2018,1.37
11/30/2018,1.37
11/29/2018,1.35
11/28/2018,1.34
11/27/2018,1.33
11/26/2018,1.31
11/23/2018,1.31
11/21/2018,1.31
11/20/2018,1.32
11/19/2018,1.3
11/16/2018,1.28
11/15/2018,1.28
11/14/2018,1.22
11/13/2018,1.19
11/09/2018,1.15
11/08/2018,1.14
11/07/2018,1.13
11/06/2018,1.15
11/05/2018,1.16
11/02/2018,1.17
11/01/2018,1.19
10/31/2018,1.18
10/30/2018,1.18
10/29/2018,1.17
10/26/2018,1.17
10/25/2018,1.16
10/24/2018,1.15
10/23/2018,1.14
10/22/2018,1.11
10/19/2018,1.11
10/18/2018,1.11
10/17/2018,1.1
10/16/2018,1.09
10/15/2018,1.09
10/12/2018,1.09
10/11/2018,1.08
10/10/2018,1.07
10/09/2018,1.06
10/05/2018,1.05
10/04/2018,1.05
10/03/2018,1.05
10/02/2018,1.05
10/01/2018,1.05
09/28/2018,1.06
09/27/2018,1.06
09/26/2018,1.07
09/25/2018,1.06
09/24/2018,1.07
09/21/2018,1.06
09/20/2018,1.06
09/19/2018,1.08
09/18/2018,1.08
09/17/2018,1.08
09/14/2018,1.09
09/13/2018,1.1
09/12/2018,1.11
09/11/2018,1.11
09/10/2018,1.13
09/07/2018,1.13
09/06/2018,1.14
09/05/2018,1.15
09/04/2018,1.14
08/31/2018,1.14
08/30/2018,1.13
08/29/2018,1.12
08/28/2018,1.12
08/27/2018,1.12
08/24/2018,1.12
08/23/2018,1.12
08/22/2018,1.12
08/21/2018,1.11
08/20/2018,1.12
08/17/2018,1.12
08/16/2018,1.12
08/15/2018,1.13
08/14/2018,1.12
08/13/2018,1.13
08/10/2018,1.12
08/09/2018,1.1
08/08/2018,1.08
08/07/2018,1.07
08/06/2018,1.08
08/03/2018,1.09
08/02/2018,1.09
08/01/2018,1.09
07/31/2018,1.09
07/30/2018,1.1
07/27/2018,1.1
07/26/2018,1.11
07/25/2018,1.13
07/24/2018,1.13
07/23/2018,1.15
07/20/2018,1.17
07/19/2018,1.17
07/18/2018,1.17
07/17/2018,1.17
07/16/2018,1.17
07/13/2018,1.18
07/12/2018,1.19
07/11/2018,1.19
07/10/2018,1.19
07/09/2018,1.2
07/06/2018,1.22
07/05/2018,1.22
07/03/2018,1.24
07/02/2018,1.24
06/29/2018,1.23
06/28/2018,1.24
06/27/2018,1.24
06/26/2018,1.24
06/25/2018,1.24
06/22/2018,1.23
06/21/2018,1.22
06/20/2018,1.19
06/19/2018,1.18
06/18/2018,1.17
06/15/2018,1.15
06/14/2018,1.15
06/13/2018,1.15
06/12/2018,1.15
06/11/2018,1.15
06/08/2018,1.16
06/07/2018,1.15
06/06/2018,1.14
06/05/2018,1.15
06/04/2018,1.14
06/01/2018,1.15
05/31/2018,1.15
05/30/2018,1.15
05/29/2018,1.14
05/25/2018,1.11
05/24/2018,1.09
05/23/2018,1.09
05/22/2018,1.08
05/21/2018,1.09
05/18/2018,1.09
05/17/2018,1.09
05/16/2018,1.08
05/15/2018,1.09
05/14/2018,1.08
05/11/2018,1.09
05/10/2018,1.11
05/09/2018,1.11
05/08/2018,1.12
05/07/2018,1.12
05/04/2018,1.12
05/03/2018,1.11
05/02/2018,1.1
05/01/2018,1.1
04/30/2018,1.08
04/27/2018,1.08
04/26/2018,1.08
04/25/2018,1.07
04/24/2018,1.06
04/23/2018,1.07
04/20/2018,1.06
04/19/2018,1.06
04/18/2018,1.05
04/17/2018,1.05
04/16/2018,1.05
04/13/2018,1.06
04/12/2018,1.06
04/11/2018,1.07
04/10/2018,1.07
04/09/2018,1.08
04/06/2018,1.09
04/05/2018,1.07
04/04/2018,1.09
04/03/2018,1.09
04/02/2018,1.1
03/29/2018,1.09
03/28/2018,1.1
03/27/2018,1.1
03/26/2018,1.1
03/23/2018,1.1
03/22/2018,1.09
03/21/2018,1.06
03/20/2018,1.05
03/19/2018,1.05
03/16/2018,1.04
03/15/2018,1.06
03/14/2018,1.05
03/13/2018,1.03
03/12/2018,1.02
03/09/2018,1.01
03/08/2018,1
03/07/2018,1
03/06/2018,0.99
03/05/2018,0.99
03/02/2018,1
03/01/2018,0.99
02/28/2018,0.96
02/27/2018,0.95
02/26/2018,0.94
02/23/2018,0.95
02/22/2018,0.93
02/21/2018,0.93
02/20/2018,0.93
02/16/2018,0.93
02/15/2018,0.93
02/14/2018,0.94
02/13/2018,0.95
02/12/2018,0.92
02/09/2018,0.92
02/08/2018,0.88
02/07/2018,0.87
02/06/2018,0.88
02/05/2018,0.86
02/02/2018,0.85
02/01/2018,0.85
01/31/2018,0.86
01/30/2018,0.86
01/29/2018,0.86
01/26/2018,0.87
01/25/2018,0.88
01/24/2018,0.89
01/23/2018,0.9
01/22/2018,0.9
01/19/2018,0.9
01/18/2018,0.89
01/17/2018,0.89
01/16/2018,0.89
01/12/2018,0.9
01/11/2018,0.9
01/10/2018,0.9
01/09/2018,0.91
01/08/2018,0.92
01/05/2018,0.93
01/04/2018,0.94
01/03/2018,0.94
01/02/2018,0.94
12/29/2017,0.93
12/28/2017,0.93
12/27/2017,0.93
12/26/2017,0.93
12/22/2017,0.94
12/21/2017,0.94
12/20/2017,0.94
12/19/2017,0.94
12/18/2017,0.95
12/15/2017,0.95
12/14/2017,0.95
12/13/2017,0.96
12/12/2017,0.96
12/11/2017,0.96
12/08/2017,0.97
12/07/2017,0.97
12/06/2017,0.97
12/05/2017,0.96
12/04/2017,0.97
12/01/2017,0.98
11/30/2017,0.97
11/29/2017,0.98
11/28/2017,0.98
11/27/2017,0.99
11/24/2017,0.99
11/22/2017,0.99
11/21/2017,1
11/20/2017,1.01
11/17/2017,1.02
11/16/2017,1.02
11/15/2017,1.03
11/14/2017,1.02
11/13/2017,1.01
11/10/2017,1.01
11/09/2017,1
11/08/2017,0.99
11/07/2017,0.99
11/06/2017,0.98
11/03/2017,0.97
11/02/2017,0.96
11/01/2017,0.95
10/31/2017,0.95
10/30/2017,0.94
10/27/2017,0.94
10/26/2017,0.94
10/25/2017,0.94
10/24/2017,0.94
10/23/2017,0.95
10/20/2017,0.96
10/19/2017,0.97
10/18/2017,0.97
10/17/2017,0.98
10/16/2017,0.98
10/13/2017,0.98
10/12/2017,0.98
10/11/2017,0.98
10/10/2017,0.98
10/06/2017,0.98
10/05/2017,0.98
10/04/2017,0.99
10/03/2017,0.99
10/02/2017,1
09/29/2017,1.01
09/28/2017,1.03
09/27/2017,1.04
09/26/2017,1.05
09/25/2017,1.06
09/22/2017,1.06
09/21/2017,1.06
09/20/2017,1.06
09/19/2017,1.07
09/18/2017,1.08
09/15/2017,1.09
09/14/2017,1.1
09/13/2017,1.11
09/12/2017,1.11
09/11/2017,1.12
09/08/2017,1.13
09/07/2017,1.12
09/06/2017,1.11
09/05/2017,1.11
09/01/2017,1.1
08/31/2017,1.1
08/30/2017,1.1
08/29/2017,1.11
08/28/2017,1.1
08/25/2017,1.1
08/24/2017,1.1
08/23/2017,1.11
08/22/2017,1.1
08/21/2017,1.11
08/18/2017,1.1
08/17/2017,1.1
08/16/2017,1.09
08/15/2017,1.1
08/14/2017,1.11
08/11/2017,1.12
08/10/2017,1.1
08/09/2017,1.09
08/08/2017,1.06
08/07/2017,1.05
08/04/2017,1.05
08/03/2017,1.04
08/02/2017,1.03
08/01/2017,1.03
07/31/2017,1.02
07/28/2017,1.03
07/27/2017,1.02
07/26/2017,1.03
07/25/2017,1.03
07/24/2017,1.03
07/21/2017,1.04
07/20/2017,1.04
07/19/2017,1.04
07/18/2017,1.04
07/17/2017,1.05
07/14/2017,1.05
07/13/2017,1.05
07/12/2017,1.06
07/11/2017,1.06
07/10/2017,1.06
07/07/2017,1.07
07/06/2017,1.07
07/05/2017,1.08
07/03/2017,1.09
06/30/2017,1.09
06/29/2017,1.09
06/28/2017,1.1
06/27/2017,1.1
06/26/2017,1.11
06/23/2017,1.12
06/22/2017,1.12
06/21/2017,1.12
06/20/2017,1.12
06/19/2017,1.11
06/16/2017,1.12
06/15/2017,1.12
06/14/2017,1.12
06/13/2017,1.12
06/12/2017,1.13
06/09/2017,1.13
06/08/2017,1.13
06/07/2017,1.13
06/06/2017,1.13
06/05/2017,1.13
06/02/2017,1.14
06/01/2017,1.13
05/31/2017,1.13
05/30/2017,1.13
05/26/2017,1.13
05/25/2017,1.13
05/24/2017,1.13
05/23/2017,1.12
05/22/2017,1.12
05/19/2017,1.13
05/18/2017,1.13
05/17/2017,1.12
05/16/2017,1.11
05/15/2017,1.11
05/12/2017,1.12
05/11/2017,1.12
05/10/2017,1.13
05/09/2017,1.14
05/08/2017,1.15
05/05/2017,1.15
05/04/2017,1.15
05/03/2017,1.16
05/02/2017,1.16
05/01/2017,1.16
04/28/2017,1.16
04/27/2017,1.17
04/26/2017,1.17
04/25/2017,1.17
04/24/2017,1.18
04/21/2017,1.19
04/20/2017,1.19
04/19/2017,1.19
04/18/2017,1.19
04/17/2017,1.18
04/13/2017,1.19
04/12/2017,1.18
04/11/2017,1.18
04/10/2017,1.17
04/07/2017,1.18
04/06/2017,1.18
04/05/2017,1.18
04/04/2017,1.18
04/03/2017,1.18
03/31/2017,1.18
03/30/2017,1.17
03/29/2017,1.17
03/28/2017,1.17
03/27/2017,1.18
03/24/2017,1.18
03/23/2017,1.18
03/22/2017,1.18
03/21/2017,1.17
03/20/2017,1.17
03/17/2017,1.17
03/16/2017,1.16
03/15/2017,1.18
03/14/2017,1.17
03/13/2017,1.16
03/10/2017,1.16
03/09/2017,1.15
03/08/2017,1.14
03/07/2017,1.12
03/06/2017,1.11
03/03/2017,1.12
03/02/2017,1.12
03/01/2017,1.12
02/28/2017,1.15
02/27/2017,1.16
02/24/2017,1.18
02/23/2017,1.17
02/22/2017,1.18
02/21/2017,1.19
02/17/2017,1.19
02/16/2017,1.18
02/15/2017,1.18
02/14/2017,1.19
02/13/2017,1.2
02/10/2017,1.21
02/09/2017,1.21
02/08/2017,1.22
02/07/2017,1.21
02/06/2017,1.22
02/03/2017,1.21
02/02/2017,1.21
02/01/2017,1.21
01/31/2017,1.21
01/30/2017,1.2
01/27/2017,1.2
01/26/2017,1.2
01/25/2017,1.2
01/24/2017,1.21
01/23/2017,1.22
01/20/2017,1.22
01/19/2017,1.22
01/18/2017,1.22
01/17/2017,1.22
01/13/2017,1.22
01/12/2017,1.22
01/11/2017,1.22
01/10/2017,1.22
01/09/2017,1.22
01/06/2017,1.22
01/05/2017,1.22
01/04/2017,1.21
01/03/2017,1.22
12/30/2016,1.23
12/29/2016,1.22
12/28/2016,1.22
12/27/2016,1.22
12/23/2016,1.23
12/22/2016,1.23
12/21/2016,1.23
12/20/2016,1.23
12/19/2016,1.24
12/16/2016,1.24
12/15/2016,1.25
12/14/2016,1.24
12/13/2016,1.25
12/12/2016,1.26
12/09/2016,1.27
12/08/2016,1.27
12/07/2016,1.27
12/06/2016,1.28
12/05/2016,1.28
12/02/2016,1.29
12/01/2016,1.28
11/30/2016,1.29
11/29/2016,1.3
11/28/2016,1.3
11/25/2016,1.3
11/23/2016,1.3
11/22/2016,1.3
11/21/2016,1.3
11/18/2016,1.3
11/17/2016,1.29
11/16/2016,1.29
11/15/2016,1.28
11/14/2016,1.3
11/10/2016,1.3
11/09/2016,1.32
11/08/2016,1.34
11/07/2016,1.35
11/04/2016,1.36
11/03/2016,1.35
11/02/2016,1.35
11/01/2016,1.34
10/31/2016,1.32
10/28/2016,1.32
10/27/2016,1.31
10/26/2016,1.31
10/25/2016,1.3
10/24/2016,1.3
10/21/2016,1.3
10/20/2016,1.29
10/19/2016,1.29
10/18/2016,1.3
10/17/2016,1.3
10/14/2016,1.31
10/13/2016,1.32
10/12/2016,1.32
10/11/2016,1.33
10/07/2016,1.34
10/06/2016,1.35
10/05/2016,1.36
10/04/2016,1.38
10/03/2016,1.38
09/30/2016,1.38
09/29/2016,1.38
09/28/2016,1.38
09/27/2016,1.38
09/26/2016,1.38
09/23/2016,1.37
09/22/2016,1.37
09/21/2016,1.38
09/20/2016,1.39
09/19/2016,1.39
09/16/2016,1.4
09/15/2016,1.4
09/14/2016,1.41
09/13/2016,1.4
09/12/2016,1.4
09/09/2016,1.38
09/08/2016,1.38
09/07/2016,1.37
09/06/2016,1.37
09/02/2016,1.37
09/01/2016,1.36
08/31/2016,1.35
08/30/2016,1.35
08/29/2016,1.35
08/26/2016,1.35
08/25/2016,1.36
08/24/2016,1.36
08/23/2016,1.36
08/22/2016,1.37
08/19/2016,1.37
08/18/2016,1.38
08/17/2016,1.38
08/16/2016,1.39
08/15/2016,1.4
08/12/2016,1.41
08/11/2016,1.41
08/10/2016,1.42
08/09/2016,1.42
08/08/2016,1.43
08/05/2016,1.45
08/04/2016,1.46
08/03/2016,1.47
08/02/2016,1.47
08/01/2016,1.46
07/29/2016,1.45
07/28/2016,1.44
07/27/2016,1.43
07/26/2016,1.42
07/25/2016,1.41
07/22/2016,1.41
07/21/2016,1.41
07/20/2016,1.42
07/19/2016,1.43
07/18/2016,1.43
07/15/2016,1.44
07/14/2016,1.44
07/13/2016,1.45
07/12/2016,1.46
07/11/2016,1.49
07/08/2016,1.51
07/07/2016,1.53
07/06/2016,1.55
07/05/2016,1.55
07/01/2016,1.55
06/30/2016,1.56
06/29/2016,1.56
06/28/2016,1.59
06/27/2016,1.59
06/24/2016,1.58
06/23/2016,1.48
06/22/2016,1.51
06/21/2016,1.51
06/20/2016,1.52
06/17/2016,1.56
06/16/2016,1.56
06/15/2016,1.55
06/14/2016,1.56
06/13/2016,1.53
06/10/2016,1.51
06/09/2016,1.49
06/08/2016,1.49
06/07/2016,1.5
06/06/2016,1.51
06/03/2016,1.51
